#,fecha_i_dt,periodo_manana,periodo_tarde,periodo_noche,d,d,d,d,dd
57916,2017-11-19 07:35:00,1,0,0,07:35:00 AM,,,,
57917,2017-11-20 07:35:00,1,0,0,07:35:00 AM,,,,
57918,2017-11-21 07:35:00,1,0,0,07:35:00 AM,,,,
57919,2017-11-22 07:35:00,1,0,0,07:35:00 AM,,,,
57920,2017-11-23 07:35:00,1,0,0,07:35:00 AM,,,,
57921,2017-11-24 07:35:00,1,0,0,07:35:00 AM,,,,
57922,2017-11-25 07:35:00,1,0,0,07:35:00 AM,,,,
57923,2017-11-26 07:35:00,1,0,0,07:35:00 AM,,,,
57924,2017-11-27 07:35:00,1,0,0,07:35:00 AM,,,,
57925,2017-11-28 07:35:00,1,0,0,07:35:00 AM,,,,
57926,2017-11-29 07:35:00,1,0,0,07:35:00 AM,,,,
57927,2017-11-30 07:35:00,1,0,0,07:35:00 AM,,,,
58588,2017-11-06 07:35:00,1,0,0,07:35:00 AM,,,,
61150,2017-11-03 07:35:00,1,0,0,07:35:00 AM,,,,
61153,2017-11-10 07:35:00,1,0,0,07:35:00 AM,,,,
61162,2017-11-29 07:35:00,1,0,0,07:35:00 AM,,,,
64128,2017-12-01 07:35:00,1,0,0,07:35:00 AM,,,,
64129,2017-12-02 07:35:00,1,0,0,07:35:00 AM,,,,
64130,2017-12-03 07:35:00,1,0,0,07:35:00 AM,,,,
64131,2017-12-04 07:35:00,1,0,0,07:35:00 AM,,,,
64132,2017-12-05 07:35:00,1,0,0,07:35:00 AM,,,,
64133,2017-12-06 07:35:00,1,0,0,07:35:00 AM,,,,
64134,2017-12-07 07:35:00,1,0,0,07:35:00 AM,,,,
64135,2017-12-08 07:35:00,1,0,0,07:35:00 AM,,,,
64136,2017-12-09 07:35:00,1,0,0,07:35:00 AM,,,,
64137,2017-12-10 07:35:00,1,0,0,07:35:00 AM,,,,
64138,2017-12-11 07:35:00,1,0,0,07:35:00 AM,,,,
64139,2017-12-12 07:35:00,1,0,0,07:35:00 AM,,,,
64140,2017-12-13 07:35:00,1,0,0,07:35:00 AM,,,,
64141,2017-12-14 07:35:00,1,0,0,07:35:00 AM,,,,
64142,2017-12-15 07:35:00,1,0,0,07:35:00 AM,,,,
64143,2017-12-16 07:35:00,1,0,0,07:35:00 AM,,,,
64144,2017-12-17 07:35:00,1,0,0,07:35:00 AM,,,,
64145,2017-12-18 07:35:00,1,0,0,07:35:00 AM,,,,
64146,2017-12-20 07:35:00,1,0,0,07:35:00 AM,,,,
64147,2017-12-21 07:35:00,1,0,0,07:35:00 AM,,,,
64148,2017-12-22 07:35:00,1,0,0,07:35:00 AM,,,,
64149,2017-12-23 07:35:00,1,0,0,07:35:00 AM,,,,
64150,2017-12-24 07:35:00,1,0,0,07:35:00 AM,,,,
64151,2017-12-25 07:35:00,1,0,0,07:35:00 AM,,,,
64152,2017-12-26 07:35:00,1,0,0,07:35:00 AM,,,,
64153,2017-12-27 07:35:00,1,0,0,07:35:00 AM,,,,
64154,2017-12-28 07:35:00,1,0,0,07:35:00 AM,,,,
64155,2017-12-29 07:35:00,1,0,0,07:35:00 AM,,,,
64156,2017-12-30 07:35:00,1,0,0,07:35:00 AM,,,,
64157,2017-12-31 07:35:00,1,0,0,07:35:00 AM,,,,
64604,2017-12-07 07:35:00,1,0,0,07:35:00 AM,,,,
67367,2017-12-01 07:35:00,1,0,0,07:35:00 AM,,,,
67370,2017-12-06 07:35:00,1,0,0,07:35:00 AM,,,,
67374,2017-12-13 07:35:00,1,0,0,07:35:00 AM,,,,
67376,2017-12-20 07:35:00,1,0,0,07:35:00 AM,,,,
67377,2017-12-22 07:35:00,1,0,0,07:35:00 AM,,,,
36225,2017-07-05 07:36:00,1,0,0,07:36:00 AM,,,,
36237,2017-07-19 07:36:00,1,0,0,07:36:00 AM,,,,
42059,2017-08-16 07:36:00,1,0,0,07:36:00 AM,,,,
47668,2017-09-13 07:36:00,1,0,0,07:36:00 AM,,,,
47669,2017-09-20 07:36:00,1,0,0,07:36:00 AM,,,,
47672,2017-09-27 07:36:00,1,0,0,07:36:00 AM,,,,
53762,2017-10-10 07:36:00,1,0,0,07:36:00 AM,,,,
41660,2017-08-10 07:37:00,1,0,0,07:37:00 AM,,,,
41666,2017-08-17 07:37:00,1,0,0,07:37:00 AM,,,,
41673,2017-08-24 07:37:00,1,0,0,07:37:00 AM,,,,
41680,2017-08-31 07:37:00,1,0,0,07:37:00 AM,,,,
47288,2017-09-21 07:37:00,1,0,0,07:37:00 AM,,,,
47295,2017-09-28 07:37:00,1,0,0,07:37:00 AM,,,,
52247,2017-10-02 07:37:00,1,0,0,07:37:00 AM,,,,
52253,2017-10-09 07:37:00,1,0,0,07:37:00 AM,,,,
52260,2017-10-16 07:37:00,1,0,0,07:37:00 AM,,,,
52267,2017-10-23 07:37:00,1,0,0,07:37:00 AM,,,,
52501,2017-10-02 07:37:00,1,0,0,07:37:00 AM,,,,
52503,2017-10-09 07:37:00,1,0,0,07:37:00 AM,,,,
52505,2017-10-16 07:37:00,1,0,0,07:37:00 AM,,,,
58324,2017-11-06 07:37:00,1,0,0,07:37:00 AM,,,,
58331,2017-11-13 07:37:00,1,0,0,07:37:00 AM,,,,
58338,2017-11-20 07:37:00,1,0,0,07:37:00 AM,,,,
58345,2017-11-27 07:37:00,1,0,0,07:37:00 AM,,,,
58590,2017-11-13 07:37:00,1,0,0,07:37:00 AM,,,,
58592,2017-11-20 07:37:00,1,0,0,07:37:00 AM,,,,
64608,2017-12-11 07:37:00,1,0,0,07:37:00 AM,,,,
64622,2017-12-25 07:37:00,1,0,0,07:37:00 AM,,,,
64864,2017-12-11 07:37:00,1,0,0,07:37:00 AM,,,,
64866,2017-12-18 07:37:00,1,0,0,07:37:00 AM,,,,
47090,2017-09-25 07:38:00,1,0,0,07:38:00 AM,,,,
52977,2017-10-19 07:38:00,1,0,0,07:38:00 AM,,,,
55097,2017-10-03 07:38:00,1,0,0,07:38:00 AM,,,,
55099,2017-10-06 07:38:00,1,0,0,07:38:00 AM,,,,
55107,2017-10-24 07:38:00,1,0,0,07:38:00 AM,,,,
61152,2017-11-07 07:38:00,1,0,0,07:38:00 AM,,,,
61155,2017-11-14 07:38:00,1,0,0,07:38:00 AM,,,,
61161,2017-11-28 07:38:00,1,0,0,07:38:00 AM,,,,
67369,2017-12-05 07:38:00,1,0,0,07:38:00 AM,,,,
67373,2017-12-12 07:38:00,1,0,0,07:38:00 AM,,,,
53115,2017-10-04 07:39:00,1,0,0,07:39:00 AM,,,,
53119,2017-10-11 07:39:00,1,0,0,07:39:00 AM,,,,
53131,2017-10-25 07:39:00,1,0,0,07:39:00 AM,,,,
58707,2017-11-09 07:39:00,1,0,0,07:39:00 AM,,,,
59224,2017-11-01 07:39:00,1,0,0,07:39:00 AM,,,,
65494,2017-12-27 07:39:00,1,0,0,07:39:00 AM,,,,
3853,2017-01-01 07:40:00,1,0,0,07:40:00 AM,,,,
3854,2017-01-02 07:40:00,1,0,0,07:40:00 AM,,,,
3856,2017-01-06 07:40:00,1,0,0,07:40:00 AM,,,,
3857,2017-01-09 07:40:00,1,0,0,07:40:00 AM,,,,
3860,2017-01-13 07:40:00,1,0,0,07:40:00 AM,,,,
3862,2017-01-15 07:40:00,1,0,0,07:40:00 AM,,,,
3863,2017-01-16 07:40:00,1,0,0,07:40:00 AM,,,,
3867,2017-01-20 07:40:00,1,0,0,07:40:00 AM,,,,
3869,2017-01-23 07:40:00,1,0,0,07:40:00 AM,,,,
3873,2017-01-27 07:40:00,1,0,0,07:40:00 AM,,,,
3875,2017-01-30 07:40:00,1,0,0,07:40:00 AM,,,,
5816,2017-01-07 07:40:00,1,0,0,07:40:00 AM,,,,
5818,2017-01-28 07:40:00,1,0,0,07:40:00 AM,,,,
9607,2017-02-03 07:40:00,1,0,0,07:40:00 AM,,,,
9608,2017-02-05 07:40:00,1,0,0,07:40:00 AM,,,,
9613,2017-02-10 07:40:00,1,0,0,07:40:00 AM,,,,
9615,2017-02-12 07:40:00,1,0,0,07:40:00 AM,,,,
9622,2017-02-19 07:40:00,1,0,0,07:40:00 AM,,,,
9623,2017-02-20 07:40:00,1,0,0,07:40:00 AM,,,,
9624,2017-02-21 07:40:00,1,0,0,07:40:00 AM,,,,
9627,2017-02-24 07:40:00,1,0,0,07:40:00 AM,,,,
9629,2017-02-26 07:40:00,1,0,0,07:40:00 AM,,,,
9631,2017-02-28 07:40:00,1,0,0,07:40:00 AM,,,,
10868,2017-02-17 07:40:00,1,0,0,07:40:00 AM,,,,
10869,2017-02-21 07:40:00,1,0,0,07:40:00 AM,,,,
10870,2017-02-24 07:40:00,1,0,0,07:40:00 AM,,,,
11389,2017-02-25 07:40:00,1,0,0,07:40:00 AM,,,,
14109,2017-03-07 07:40:00,1,0,0,07:40:00 AM,,,,
14252,2017-03-20 07:40:00,1,0,0,07:40:00 AM,,,,
15047,2017-03-01 07:40:00,1,0,0,07:40:00 AM,,,,
15048,2017-03-02 07:40:00,1,0,0,07:40:00 AM,,,,
15049,2017-03-03 07:40:00,1,0,0,07:40:00 AM,,,,
15050,2017-03-04 07:40:00,1,0,0,07:40:00 AM,,,,
15051,2017-03-05 07:40:00,1,0,0,07:40:00 AM,,,,
15053,2017-03-07 07:40:00,1,0,0,07:40:00 AM,,,,
15054,2017-03-08 07:40:00,1,0,0,07:40:00 AM,,,,
15055,2017-03-09 07:40:00,1,0,0,07:40:00 AM,,,,
15056,2017-03-12 07:40:00,1,0,0,07:40:00 AM,,,,
15058,2017-03-14 07:40:00,1,0,0,07:40:00 AM,,,,
15059,2017-03-15 07:40:00,1,0,0,07:40:00 AM,,,,
15060,2017-03-16 07:40:00,1,0,0,07:40:00 AM,,,,
15061,2017-03-19 07:40:00,1,0,0,07:40:00 AM,,,,
15063,2017-03-21 07:40:00,1,0,0,07:40:00 AM,,,,
15064,2017-03-22 07:40:00,1,0,0,07:40:00 AM,,,,
15065,2017-03-23 07:40:00,1,0,0,07:40:00 AM,,,,
15066,2017-03-24 07:40:00,1,0,0,07:40:00 AM,,,,
15067,2017-03-25 07:40:00,1,0,0,07:40:00 AM,,,,
15068,2017-03-26 07:40:00,1,0,0,07:40:00 AM,,,,
15070,2017-03-28 07:40:00,1,0,0,07:40:00 AM,,,,
15071,2017-03-29 07:40:00,1,0,0,07:40:00 AM,,,,
15072,2017-03-30 07:40:00,1,0,0,07:40:00 AM,,,,
15073,2017-03-31 07:40:00,1,0,0,07:40:00 AM,,,,
16459,2017-03-04 07:40:00,1,0,0,07:40:00 AM,,,,
16465,2017-03-11 07:40:00,1,0,0,07:40:00 AM,,,,
16471,2017-03-18 07:40:00,1,0,0,07:40:00 AM,,,,
16483,2017-03-21 07:40:00,1,0,0,07:40:00 AM,,,,
16484,2017-03-22 07:40:00,1,0,0,07:40:00 AM,,,,
16994,2017-03-25 07:40:00,1,0,0,07:40:00 AM,,,,
19697,2017-04-23 07:40:00,1,0,0,07:40:00 AM,,,,
19698,2017-04-27 07:40:00,1,0,0,07:40:00 AM,,,,
20267,2017-04-01 07:40:00,1,0,0,07:40:00 AM,,,,
20268,2017-04-02 07:40:00,1,0,0,07:40:00 AM,,,,
20395,2017-04-12 07:40:00,1,0,0,07:40:00 AM,,,,
20904,2017-04-23 07:40:00,1,0,0,07:40:00 AM,,,,
20906,2017-04-30 07:40:00,1,0,0,07:40:00 AM,,,,
24821,2017-05-25 07:40:00,1,0,0,07:40:00 AM,,,,
26663,2017-05-14 07:40:00,1,0,0,07:40:00 AM,,,,
26664,2017-05-17 07:40:00,1,0,0,07:40:00 AM,,,,
26665,2017-05-19 07:40:00,1,0,0,07:40:00 AM,,,,
26666,2017-05-21 07:40:00,1,0,0,07:40:00 AM,,,,
26667,2017-05-24 07:40:00,1,0,0,07:40:00 AM,,,,
26668,2017-05-26 07:40:00,1,0,0,07:40:00 AM,,,,
26669,2017-05-28 07:40:00,1,0,0,07:40:00 AM,,,,
26670,2017-05-31 07:40:00,1,0,0,07:40:00 AM,,,,
29934,2017-06-01 07:40:00,1,0,0,07:40:00 AM,,,,
29936,2017-06-08 07:40:00,1,0,0,07:40:00 AM,,,,
29937,2017-06-11 07:40:00,1,0,0,07:40:00 AM,,,,
29939,2017-06-18 07:40:00,1,0,0,07:40:00 AM,,,,
30030,2017-06-02 07:40:00,1,0,0,07:40:00 AM,,,,
30090,2017-06-15 07:40:00,1,0,0,07:40:00 AM,,,,
30094,2017-06-22 07:40:00,1,0,0,07:40:00 AM,,,,
30099,2017-06-29 07:40:00,1,0,0,07:40:00 AM,,,,
31636,2017-06-02 07:40:00,1,0,0,07:40:00 AM,,,,
31637,2017-06-04 07:40:00,1,0,0,07:40:00 AM,,,,
31638,2017-06-07 07:40:00,1,0,0,07:40:00 AM,,,,
31639,2017-06-09 07:40:00,1,0,0,07:40:00 AM,,,,
31640,2017-06-11 07:40:00,1,0,0,07:40:00 AM,,,,
31641,2017-06-14 07:40:00,1,0,0,07:40:00 AM,,,,
31642,2017-06-16 07:40:00,1,0,0,07:40:00 AM,,,,
31643,2017-06-21 07:40:00,1,0,0,07:40:00 AM,,,,
31644,2017-06-23 07:40:00,1,0,0,07:40:00 AM,,,,
31645,2017-06-25 07:40:00,1,0,0,07:40:00 AM,,,,
31646,2017-06-28 07:40:00,1,0,0,07:40:00 AM,,,,
31647,2017-06-30 07:40:00,1,0,0,07:40:00 AM,,,,
35809,2017-07-09 07:40:00,1,0,0,07:40:00 AM,,,,
35816,2017-07-16 07:40:00,1,0,0,07:40:00 AM,,,,
35823,2017-07-23 07:40:00,1,0,0,07:40:00 AM,,,,
35830,2017-07-30 07:40:00,1,0,0,07:40:00 AM,,,,
36945,2017-07-06 07:40:00,1,0,0,07:40:00 AM,,,,
36946,2017-07-07 07:40:00,1,0,0,07:40:00 AM,,,,
36952,2017-07-13 07:40:00,1,0,0,07:40:00 AM,,,,
36953,2017-07-14 07:40:00,1,0,0,07:40:00 AM,,,,
36959,2017-07-20 07:40:00,1,0,0,07:40:00 AM,,,,
36960,2017-07-21 07:40:00,1,0,0,07:40:00 AM,,,,
36966,2017-07-27 07:40:00,1,0,0,07:40:00 AM,,,,
36967,2017-07-28 07:40:00,1,0,0,07:40:00 AM,,,,
37199,2017-07-04 07:40:00,1,0,0,07:40:00 AM,,,,
37203,2017-07-11 07:40:00,1,0,0,07:40:00 AM,,,,
37207,2017-07-18 07:40:00,1,0,0,07:40:00 AM,,,,
37210,2017-07-25 07:40:00,1,0,0,07:40:00 AM,,,,
41656,2017-08-06 07:40:00,1,0,0,07:40:00 AM,,,,
41661,2017-08-11 07:40:00,1,0,0,07:40:00 AM,,,,
41669,2017-08-20 07:40:00,1,0,0,07:40:00 AM,,,,
41674,2017-08-25 07:40:00,1,0,0,07:40:00 AM,,,,
41676,2017-08-27 07:40:00,1,0,0,07:40:00 AM,,,,
42719,2017-08-03 07:40:00,1,0,0,07:40:00 AM,,,,
42720,2017-08-04 07:40:00,1,0,0,07:40:00 AM,,,,
42726,2017-08-10 07:40:00,1,0,0,07:40:00 AM,,,,
42727,2017-08-11 07:40:00,1,0,0,07:40:00 AM,,,,
43886,2017-08-18 07:40:00,1,0,0,07:40:00 AM,,,,
46777,2017-09-08 07:40:00,1,0,0,07:40:00 AM,,,,
47272,2017-09-03 07:40:00,1,0,0,07:40:00 AM,,,,
47279,2017-09-10 07:40:00,1,0,0,07:40:00 AM,,,,
47291,2017-09-24 07:40:00,1,0,0,07:40:00 AM,,,,
48465,2017-09-01 07:40:00,1,0,0,07:40:00 AM,,,,
48466,2017-09-02 07:40:00,1,0,0,07:40:00 AM,,,,
48467,2017-09-03 07:40:00,1,0,0,07:40:00 AM,,,,
48468,2017-09-04 07:40:00,1,0,0,07:40:00 AM,,,,
48469,2017-09-06 07:40:00,1,0,0,07:40:00 AM,,,,
48470,2017-09-07 07:40:00,1,0,0,07:40:00 AM,,,,
48471,2017-09-08 07:40:00,1,0,0,07:40:00 AM,,,,
48472,2017-09-09 07:40:00,1,0,0,07:40:00 AM,,,,
48473,2017-09-10 07:40:00,1,0,0,07:40:00 AM,,,,
48474,2017-09-11 07:40:00,1,0,0,07:40:00 AM,,,,
48475,2017-09-13 07:40:00,1,0,0,07:40:00 AM,,,,
48476,2017-09-14 07:40:00,1,0,0,07:40:00 AM,,,,
48477,2017-09-15 07:40:00,1,0,0,07:40:00 AM,,,,
48478,2017-09-16 07:40:00,1,0,0,07:40:00 AM,,,,
48479,2017-09-17 07:40:00,1,0,0,07:40:00 AM,,,,
48480,2017-09-18 07:40:00,1,0,0,07:40:00 AM,,,,
48481,2017-09-20 07:40:00,1,0,0,07:40:00 AM,,,,
48482,2017-09-21 07:40:00,1,0,0,07:40:00 AM,,,,
48483,2017-09-22 07:40:00,1,0,0,07:40:00 AM,,,,
48484,2017-09-23 07:40:00,1,0,0,07:40:00 AM,,,,
48485,2017-09-24 07:40:00,1,0,0,07:40:00 AM,,,,
48486,2017-09-25 07:40:00,1,0,0,07:40:00 AM,,,,
48487,2017-09-27 07:40:00,1,0,0,07:40:00 AM,,,,
48488,2017-09-28 07:40:00,1,0,0,07:40:00 AM,,,,
48489,2017-09-29 07:40:00,1,0,0,07:40:00 AM,,,,
48490,2017-09-30 07:40:00,1,0,0,07:40:00 AM,,,,
51080,2017-10-02 07:40:00,1,0,0,07:40:00 AM,,,,
51081,2017-10-03 07:40:00,1,0,0,07:40:00 AM,,,,
51082,2017-10-04 07:40:00,1,0,0,07:40:00 AM,,,,
51083,2017-10-05 07:40:00,1,0,0,07:40:00 AM,,,,
51084,2017-10-06 07:40:00,1,0,0,07:40:00 AM,,,,
51086,2017-10-09 07:40:00,1,0,0,07:40:00 AM,,,,
51087,2017-10-10 07:40:00,1,0,0,07:40:00 AM,,,,
51088,2017-10-11 07:40:00,1,0,0,07:40:00 AM,,,,
51089,2017-10-12 07:40:00,1,0,0,07:40:00 AM,,,,
51090,2017-10-13 07:40:00,1,0,0,07:40:00 AM,,,,
51092,2017-10-15 07:40:00,1,0,0,07:40:00 AM,,,,
51093,2017-10-16 07:40:00,1,0,0,07:40:00 AM,,,,
51094,2017-10-17 07:40:00,1,0,0,07:40:00 AM,,,,
51095,2017-10-18 07:40:00,1,0,0,07:40:00 AM,,,,
51096,2017-10-19 07:40:00,1,0,0,07:40:00 AM,,,,
51097,2017-10-20 07:40:00,1,0,0,07:40:00 AM,,,,
51099,2017-10-22 07:40:00,1,0,0,07:40:00 AM,,,,
51100,2017-10-23 07:40:00,1,0,0,07:40:00 AM,,,,
51101,2017-10-24 07:40:00,1,0,0,07:40:00 AM,,,,
51102,2017-10-25 07:40:00,1,0,0,07:40:00 AM,,,,
51103,2017-10-26 07:40:00,1,0,0,07:40:00 AM,,,,
51104,2017-10-27 07:40:00,1,0,0,07:40:00 AM,,,,
51106,2017-10-29 07:40:00,1,0,0,07:40:00 AM,,,,
51107,2017-10-30 07:40:00,1,0,0,07:40:00 AM,,,,
51108,2017-10-31 07:40:00,1,0,0,07:40:00 AM,,,,
51963,2017-10-07 07:40:00,1,0,0,07:40:00 AM,,,,
52336,2017-10-26 07:40:00,1,0,0,07:40:00 AM,,,,
52960,2017-10-01 07:40:00,1,0,0,07:40:00 AM,,,,
53933,2017-10-22 07:40:00,1,0,0,07:40:00 AM,,,,
53938,2017-10-29 07:40:00,1,0,0,07:40:00 AM,,,,
54237,2017-10-02 07:40:00,1,0,0,07:40:00 AM,,,,
54238,2017-10-03 07:40:00,1,0,0,07:40:00 AM,,,,
54239,2017-10-05 07:40:00,1,0,0,07:40:00 AM,,,,
54240,2017-10-06 07:40:00,1,0,0,07:40:00 AM,,,,
54241,2017-10-09 07:40:00,1,0,0,07:40:00 AM,,,,
54242,2017-10-10 07:40:00,1,0,0,07:40:00 AM,,,,
54243,2017-10-12 07:40:00,1,0,0,07:40:00 AM,,,,
54244,2017-10-13 07:40:00,1,0,0,07:40:00 AM,,,,
54245,2017-10-17 07:40:00,1,0,0,07:40:00 AM,,,,
54246,2017-10-19 07:40:00,1,0,0,07:40:00 AM,,,,
54247,2017-10-20 07:40:00,1,0,0,07:40:00 AM,,,,
54248,2017-10-23 07:40:00,1,0,0,07:40:00 AM,,,,
54249,2017-10-24 07:40:00,1,0,0,07:40:00 AM,,,,
54250,2017-10-26 07:40:00,1,0,0,07:40:00 AM,,,,
54251,2017-10-27 07:40:00,1,0,0,07:40:00 AM,,,,
54324,2017-10-18 07:40:00,1,0,0,07:40:00 AM,,,,
54325,2017-10-19 07:40:00,1,0,0,07:40:00 AM,,,,
54328,2017-10-25 07:40:00,1,0,0,07:40:00 AM,,,,
54329,2017-10-26 07:40:00,1,0,0,07:40:00 AM,,,,
55222,2017-10-30 07:40:00,1,0,0,07:40:00 AM,,,,
55223,2017-10-31 07:40:00,1,0,0,07:40:00 AM,,,,
55509,2017-10-08 07:40:00,1,0,0,07:40:00 AM,,,,
55555,2017-10-01 07:40:00,1,0,0,07:40:00 AM,,,,
55713,2017-10-04 07:40:00,1,0,0,07:40:00 AM,,,,
57137,2017-11-01 07:40:00,1,0,0,07:40:00 AM,,,,
57138,2017-11-02 07:40:00,1,0,0,07:40:00 AM,,,,
57139,2017-11-03 07:40:00,1,0,0,07:40:00 AM,,,,
57141,2017-11-05 07:40:00,1,0,0,07:40:00 AM,,,,
57142,2017-11-06 07:40:00,1,0,0,07:40:00 AM,,,,
57143,2017-11-07 07:40:00,1,0,0,07:40:00 AM,,,,
57144,2017-11-08 07:40:00,1,0,0,07:40:00 AM,,,,
57145,2017-11-09 07:40:00,1,0,0,07:40:00 AM,,,,
57146,2017-11-10 07:40:00,1,0,0,07:40:00 AM,,,,
57148,2017-11-12 07:40:00,1,0,0,07:40:00 AM,,,,
57149,2017-11-13 07:40:00,1,0,0,07:40:00 AM,,,,
57150,2017-11-14 07:40:00,1,0,0,07:40:00 AM,,,,
57151,2017-11-15 07:40:00,1,0,0,07:40:00 AM,,,,
57152,2017-11-16 07:40:00,1,0,0,07:40:00 AM,,,,
57153,2017-11-17 07:40:00,1,0,0,07:40:00 AM,,,,
57155,2017-11-19 07:40:00,1,0,0,07:40:00 AM,,,,
57156,2017-11-20 07:40:00,1,0,0,07:40:00 AM,,,,
57157,2017-11-21 07:40:00,1,0,0,07:40:00 AM,,,,
57158,2017-11-22 07:40:00,1,0,0,07:40:00 AM,,,,
57159,2017-11-23 07:40:00,1,0,0,07:40:00 AM,,,,
57160,2017-11-24 07:40:00,1,0,0,07:40:00 AM,,,,
57162,2017-11-26 07:40:00,1,0,0,07:40:00 AM,,,,
57163,2017-11-27 07:40:00,1,0,0,07:40:00 AM,,,,
57164,2017-11-28 07:40:00,1,0,0,07:40:00 AM,,,,
57165,2017-11-29 07:40:00,1,0,0,07:40:00 AM,,,,
57166,2017-11-30 07:40:00,1,0,0,07:40:00 AM,,,,
58594,2017-11-27 07:40:00,1,0,0,07:40:00 AM,,,,
61273,2017-11-04 07:40:00,1,0,0,07:40:00 AM,,,,
61274,2017-11-06 07:40:00,1,0,0,07:40:00 AM,,,,
61275,2017-11-07 07:40:00,1,0,0,07:40:00 AM,,,,
61276,2017-11-10 07:40:00,1,0,0,07:40:00 AM,,,,
61277,2017-11-11 07:40:00,1,0,0,07:40:00 AM,,,,
61278,2017-11-13 07:40:00,1,0,0,07:40:00 AM,,,,
61279,2017-11-14 07:40:00,1,0,0,07:40:00 AM,,,,
61280,2017-11-17 07:40:00,1,0,0,07:40:00 AM,,,,
61281,2017-11-18 07:40:00,1,0,0,07:40:00 AM,,,,
61282,2017-11-20 07:40:00,1,0,0,07:40:00 AM,,,,
61283,2017-11-21 07:40:00,1,0,0,07:40:00 AM,,,,
61284,2017-11-24 07:40:00,1,0,0,07:40:00 AM,,,,
61285,2017-11-25 07:40:00,1,0,0,07:40:00 AM,,,,
61286,2017-11-27 07:40:00,1,0,0,07:40:00 AM,,,,
61287,2017-11-28 07:40:00,1,0,0,07:40:00 AM,,,,
63317,2017-12-01 07:40:00,1,0,0,07:40:00 AM,,,,
63319,2017-12-03 07:40:00,1,0,0,07:40:00 AM,,,,
63320,2017-12-04 07:40:00,1,0,0,07:40:00 AM,,,,
63321,2017-12-05 07:40:00,1,0,0,07:40:00 AM,,,,
63322,2017-12-06 07:40:00,1,0,0,07:40:00 AM,,,,
63323,2017-12-07 07:40:00,1,0,0,07:40:00 AM,,,,
63324,2017-12-08 07:40:00,1,0,0,07:40:00 AM,,,,
63326,2017-12-10 07:40:00,1,0,0,07:40:00 AM,,,,
63327,2017-12-11 07:40:00,1,0,0,07:40:00 AM,,,,
63328,2017-12-12 07:40:00,1,0,0,07:40:00 AM,,,,
63329,2017-12-13 07:40:00,1,0,0,07:40:00 AM,,,,
63330,2017-12-14 07:40:00,1,0,0,07:40:00 AM,,,,
63331,2017-12-15 07:40:00,1,0,0,07:40:00 AM,,,,
63332,2017-12-16 07:40:00,1,0,0,07:40:00 AM,,,,
63333,2017-12-17 07:40:00,1,0,0,07:40:00 AM,,,,
63334,2017-12-18 07:40:00,1,0,0,07:40:00 AM,,,,
63335,2017-12-19 07:40:00,1,0,0,07:40:00 AM,,,,
63336,2017-12-20 07:40:00,1,0,0,07:40:00 AM,,,,
63337,2017-12-21 07:40:00,1,0,0,07:40:00 AM,,,,
63338,2017-12-22 07:40:00,1,0,0,07:40:00 AM,,,,
63339,2017-12-23 07:40:00,1,0,0,07:40:00 AM,,,,
63340,2017-12-24 07:40:00,1,0,0,07:40:00 AM,,,,
63341,2017-12-25 07:40:00,1,0,0,07:40:00 AM,,,,
63342,2017-12-26 07:40:00,1,0,0,07:40:00 AM,,,,
63343,2017-12-27 07:40:00,1,0,0,07:40:00 AM,,,,
63344,2017-12-28 07:40:00,1,0,0,07:40:00 AM,,,,
63345,2017-12-29 07:40:00,1,0,0,07:40:00 AM,,,,
63346,2017-12-30 07:40:00,1,0,0,07:40:00 AM,,,,
63347,2017-12-31 07:40:00,1,0,0,07:40:00 AM,,,,
64601,2017-12-04 07:40:00,1,0,0,07:40:00 AM,,,,
66236,2017-12-03 07:40:00,1,0,0,07:40:00 AM,,,,
66245,2017-12-17 07:40:00,1,0,0,07:40:00 AM,,,,
67371,2017-12-08 07:40:00,1,0,0,07:40:00 AM,,,,
67379,2017-12-29 07:40:00,1,0,0,07:40:00 AM,,,,
67520,2017-12-01 07:40:00,1,0,0,07:40:00 AM,,,,
67521,2017-12-02 07:40:00,1,0,0,07:40:00 AM,,,,
67522,2017-12-04 07:40:00,1,0,0,07:40:00 AM,,,,
67523,2017-12-05 07:40:00,1,0,0,07:40:00 AM,,,,
67524,2017-12-08 07:40:00,1,0,0,07:40:00 AM,,,,
67525,2017-12-09 07:40:00,1,0,0,07:40:00 AM,,,,
67526,2017-12-11 07:40:00,1,0,0,07:40:00 AM,,,,
67527,2017-12-12 07:40:00,1,0,0,07:40:00 AM,,,,
67528,2017-12-15 07:40:00,1,0,0,07:40:00 AM,,,,
67529,2017-12-16 07:40:00,1,0,0,07:40:00 AM,,,,
67530,2017-12-18 07:40:00,1,0,0,07:40:00 AM,,,,
67531,2017-12-19 07:40:00,1,0,0,07:40:00 AM,,,,
67532,2017-12-22 07:40:00,1,0,0,07:40:00 AM,,,,
67533,2017-12-23 07:40:00,1,0,0,07:40:00 AM,,,,
67534,2017-12-25 07:40:00,1,0,0,07:40:00 AM,,,,
67535,2017-12-26 07:40:00,1,0,0,07:40:00 AM,,,,
67536,2017-12-29 07:40:00,1,0,0,07:40:00 AM,,,,
67537,2017-12-30 07:40:00,1,0,0,07:40:00 AM,,,,
41817,2017-08-07 07:41:00,1,0,0,07:41:00 AM,,,,
52270,2017-10-26 07:41:00,1,0,0,07:41:00 AM,,,,
