X,fecha_i_dt,temporada_alta_1,temporada_alta_2,temporada_alta_3,temporada_alta_4,
56474,2017-11-05 12:45:00,0,0,0,0,
57008,2017-11-05 12:35:00,0,0,0,0,
58930,2017-11-05 12:35:00,0,0,0,0,
59605,2017-11-05 12:31:00,0,0,0,0,
61702,2017-11-05 12:25:00,0,0,0,0,
58801,2017-11-05 12:16:00,0,0,0,0,
61741,2017-11-05 12:07:00,0,0,0,0,
57466,2017-11-05 12:00:00,0,0,0,0,
59415,2017-11-05 11:45:00,0,0,0,0,
59849,2017-11-05 11:38:00,0,0,0,0,
59108,2017-11-05 11:31:00,0,0,0,0,
57842,2017-11-05 11:30:00,0,0,0,0,
59205,2017-11-05 11:30:00,0,0,0,0,
60221,2017-11-05 11:30:00,0,0,0,0,
57597,2017-11-05 11:25:00,0,0,0,0,
61352,2017-11-05 11:20:00,0,0,0,0,
57179,2017-11-05 11:00:00,0,0,0,0,
58733,2017-11-05 10:59:00,0,0,0,0,
57086,2017-11-05 10:40:00,0,0,0,0,
55930,2017-11-05 10:35:00,0,0,0,0,
59523,2017-11-05 10:30:00,0,0,0,0,
57036,2017-11-05 10:15:00,0,0,0,0,
58231,2017-11-05 10:00:00,0,0,0,0,
58564,2017-11-05 09:54:00,0,0,0,0,
57293,2017-11-05 09:45:00,0,0,0,0,
58192,2017-11-05 09:38:00,0,0,0,0,
59577,2017-11-05 09:30:00,0,0,0,0,
60484,2017-11-05 09:30:00,0,0,0,0,
61018,2017-11-05 09:30:00,0,0,0,0,
60369,2017-11-05 09:25:00,0,0,0,0,
55960,2017-11-05 09:20:00,0,0,0,0,
60696,2017-11-05 09:20:00,0,0,0,0,
58376,2017-11-05 09:15:00,0,0,0,0,
60620,2017-11-05 09:05:00,0,0,0,0,
58847,2017-11-05 09:00:00,0,0,0,0,
59387,2017-11-05 09:00:00,0,0,0,0,
60161,2017-11-05 08:55:00,0,0,0,0,
56784,2017-11-05 08:40:00,0,0,0,0,
60663,2017-11-05 08:40:00,0,0,0,0,
59545,2017-11-05 08:35:00,0,0,0,0,
58323,2017-11-05 08:30:00,0,0,0,0,
60911,2017-11-05 08:30:00,0,0,0,0,
61844,2017-11-05 08:30:00,0,0,0,0,
58703,2017-11-05 08:28:00,0,0,0,0,
56906,2017-11-05 08:15:00,0,0,0,0,
58396,2017-11-05 08:15:00,0,0,0,0,
60351,2017-11-05 08:15:00,0,0,0,0,
61415,2017-11-05 08:10:00,0,0,0,0,
61163,2017-11-05 08:00:00,0,0,0,0,
57444,2017-11-05 07:45:00,0,0,0,0,
58887,2017-11-05 07:45:00,0,0,0,0,
57141,2017-11-05 07:40:00,0,0,0,0,
57902,2017-11-05 07:35:00,0,0,0,0,
59079,2017-11-05 07:31:00,0,0,0,0,
60251,2017-11-05 07:25:00,0,0,0,0,
61650,2017-11-05 07:20:00,0,0,0,0,
56041,2017-11-05 07:15:00,0,0,0,0,
57813,2017-11-05 07:10:00,0,0,0,0,
60040,2017-11-05 07:10:00,0,0,0,0,
59228,2017-11-05 07:00:00,0,0,0,0,
59876,2017-11-05 07:00:00,0,0,0,0,
56501,2017-11-05 06:55:00,0,0,0,0,
61598,2017-11-05 06:50:00,0,0,0,0,
57727,2017-11-05 06:45:00,0,0,0,0,
56964,2017-11-05 06:40:00,0,0,0,0,
57415,2017-11-05 06:15:00,0,0,0,0,
57564,2017-11-05 06:05:00,0,0,0,0,
58091,2017-11-05 06:00:00,0,0,0,0,
56207,2017-11-05 05:55:00,0,0,0,0,
59434,2017-11-05 05:30:00,0,0,0,0,
60018,2017-11-05 05:30:00,0,0,0,0,
61252,2017-11-05 05:15:00,0,0,0,0,
57703,2017-11-05 05:00:00,0,0,0,0,
61564,2017-11-05 05:00:00,0,0,0,0,
61322,2017-11-05 04:45:00,0,0,0,0,
56696,2017-11-05 04:10:00,0,0,0,0,
56266,2017-11-05 03:12:00,0,0,0,0,
56322,2017-11-05 01:41:00,0,0,0,0,
56294,2017-11-05 01:36:00,0,0,0,0,
60636,2017-11-05 01:25:00,0,0,0,0,
56605,2017-11-05 00:55:00,0,0,0,0,
60429,2017-11-05 00:55:00,0,0,0,0,
60971,2017-11-05 00:25:00,0,0,0,0,
55900,2017-11-04 23:45:00,0,0,0,0,
60733,2017-11-04 23:40:00,0,0,0,0,
56544,2017-11-04 23:30:00,0,0,0,0,
60594,2017-11-04 23:30:00,0,0,0,0,
60513,2017-11-04 23:20:00,0,0,0,0,
60782,2017-11-04 22:45:00,0,0,0,0,
60541,2017-11-04 22:35:00,0,0,0,0,
55800,2017-11-04 22:30:00,0,0,0,0,
61223,2017-11-04 22:25:00,0,0,0,0,
55771,2017-11-04 22:00:00,0,0,0,0,
56350,2017-11-04 21:50:00,0,0,0,0,
56069,2017-11-04 21:25:00,0,0,0,0,
55848,2017-11-04 21:10:00,0,0,0,0,
57930,2017-11-04 21:10:00,0,0,0,0,
61131,2017-11-04 20:15:00,0,0,0,0,
60564,2017-11-04 20:10:00,0,0,0,0,
61375,2017-11-04 20:05:00,0,0,0,0,
60870,2017-11-04 19:55:00,0,0,0,0,
61291,2017-11-04 19:45:00,0,0,0,0,
56013,2017-11-04 19:25:00,0,0,0,0,
57058,2017-11-04 19:15:00,0,0,0,0,
59040,2017-11-04 19:09:00,0,0,0,0,
59312,2017-11-04 19:07:00,0,0,0,0,
59951,2017-11-04 18:52:00,0,0,0,0,
61134,2017-11-04 18:40:00,0,0,0,0,
56723,2017-11-04 18:35:00,0,0,0,0,
58008,2017-11-04 18:30:00,0,0,0,0,
59153,2017-11-04 18:24:00,0,0,0,0,
56741,2017-11-04 18:10:00,0,0,0,0,
57978,2017-11-04 18:10:00,0,0,0,0,
58772,2017-11-04 18:10:00,0,0,0,0,
59633,2017-11-04 18:10:00,0,0,0,0,
59289,2017-11-04 17:57:00,0,0,0,0,
61637,2017-11-04 17:46:00,0,0,0,0,
58259,2017-11-04 17:37:00,0,0,0,0,
57868,2017-11-04 17:35:00,0,0,0,0,
57658,2017-11-04 17:30:00,0,0,0,0,
57767,2017-11-04 17:30:00,0,0,0,0,
60457,2017-11-04 17:10:00,0,0,0,0,
61758,2017-11-04 17:09:00,0,0,0,0,
60398,2017-11-04 17:00:00,0,0,0,0,
60280,2017-11-04 16:50:00,0,0,0,0,
55987,2017-11-04 16:35:00,0,0,0,0,
58626,2017-11-04 16:20:00,0,0,0,0,
56138,2017-11-04 16:16:00,0,0,0,0,
60061,2017-11-04 16:07:00,0,0,0,0,
57250,2017-11-04 16:00:00,0,0,0,0,
59017,2017-11-04 16:00:00,0,0,0,0,
60190,2017-11-04 15:50:00,0,0,0,0,
57507,2017-11-04 15:45:00,0,0,0,0,
60127,2017-11-04 15:40:00,0,0,0,0,
60842,2017-11-04 15:40:00,0,0,0,0,
60899,2017-11-04 15:35:00,0,0,0,0,
61427,2017-11-04 15:30:00,0,0,0,0,
58060,2017-11-04 15:10:00,0,0,0,0,
59687,2017-11-04 15:01:00,0,0,0,0,
60673,2017-11-04 15:00:00,0,0,0,0,
60812,2017-11-04 15:00:00,0,0,0,0,
61676,2017-11-04 14:54:00,0,0,0,0,
59133,2017-11-04 14:48:00,0,0,0,0,
60310,2017-11-04 14:45:00,0,0,0,0,
61701,2017-11-04 14:37:00,0,0,0,0,
58970,2017-11-04 14:30:00,0,0,0,0,
56395,2017-11-04 14:20:00,0,0,0,0,
57282,2017-11-04 14:20:00,0,0,0,0,
55870,2017-11-04 14:15:00,0,0,0,0,
59475,2017-11-04 14:14:00,0,0,0,0,
58452,2017-11-04 14:13:00,0,0,0,0,
57481,2017-11-04 14:00:00,0,0,0,0,
61067,2017-11-04 13:50:00,0,0,0,0,
57168,2017-11-04 13:45:00,0,0,0,0,
58249,2017-11-04 13:45:00,0,0,0,0,
56574,2017-11-04 13:40:00,0,0,0,0,
56444,2017-11-04 13:35:00,0,0,0,0,
56809,2017-11-04 13:35:00,0,0,0,0,
57625,2017-11-04 13:25:00,0,0,0,0,
56671,2017-11-04 13:20:00,0,0,0,0,
56826,2017-11-04 13:15:00,0,0,0,0,
57756,2017-11-04 13:10:00,0,0,0,0,
57948,2017-11-04 13:00:00,0,0,0,0,
59358,2017-11-04 12:51:00,0,0,0,0,
60940,2017-11-04 12:50:00,0,0,0,0,
56168,2017-11-04 12:45:00,0,0,0,0,
56473,2017-11-04 12:45:00,0,0,0,0,
57242,2017-11-04 12:40:00,0,0,0,0,
55829,2017-11-04 12:35:00,0,0,0,0,
57007,2017-11-04 12:35:00,0,0,0,0,
60998,2017-11-04 12:30:00,0,0,0,0,
61740,2017-11-04 12:22:00,0,0,0,0,
56236,2017-11-04 12:02:00,0,0,0,0,
59107,2017-11-04 12:00:00,0,0,0,0,
58732,2017-11-04 11:52:00,0,0,0,0,
59848,2017-11-04 11:50:00,0,0,0,0,
57349,2017-11-04 11:30:00,0,0,0,0,
59604,2017-11-04 11:30:00,0,0,0,0,
60220,2017-11-04 11:30:00,0,0,0,0,
61351,2017-11-04 11:20:00,0,0,0,0,
58929,2017-11-04 11:05:00,0,0,0,0,
59386,2017-11-04 11:00:00,0,0,0,0,
61071,2017-11-04 10:45:00,0,0,0,0,
56109,2017-11-04 10:40:00,0,0,0,0,
55929,2017-11-04 10:35:00,0,0,0,0,
59522,2017-11-04 10:20:00,0,0,0,0,
56992,2017-11-04 10:15:00,0,0,0,0,
57140,2017-11-04 10:15:00,0,0,0,0,
58230,2017-11-04 10:00:00,0,0,0,0,
59576,2017-11-04 10:00:00,0,0,0,0,
60628,2017-11-04 09:50:00,0,0,0,0,
58702,2017-11-04 09:40:00,0,0,0,0,
57121,2017-11-04 09:35:00,0,0,0,0,
60692,2017-11-04 09:35:00,0,0,0,0,
60483,2017-11-04 09:30:00,0,0,0,0,
61017,2017-11-04 09:30:00,0,0,0,0,
61557,2017-11-04 09:30:00,0,0,0,0,
60368,2017-11-04 09:25:00,0,0,0,0,
55959,2017-11-04 09:20:00,0,0,0,0,
57443,2017-11-04 09:05:00,0,0,0,0,
60703,2017-11-04 09:05:00,0,0,0,0,
58322,2017-11-04 09:00:00,0,0,0,0,
60160,2017-11-04 08:55:00,0,0,0,0,
60099,2017-11-04 08:50:00,0,0,0,0,
61189,2017-11-04 08:45:00,0,0,0,0,
56783,2017-11-04 08:40:00,0,0,0,0,
57812,2017-11-04 08:30:00,0,0,0,0,
60910,2017-11-04 08:30:00,0,0,0,0,
56905,2017-11-04 08:15:00,0,0,0,0,
58886,2017-11-04 08:10:00,0,0,0,0,
61414,2017-11-04 08:10:00,0,0,0,0,
58550,2017-11-04 08:00:00,0,0,0,0,
57563,2017-11-04 07:55:00,0,0,0,0,
60338,2017-11-04 07:50:00,0,0,0,0,
61808,2017-11-04 07:50:00,0,0,0,0,
61273,2017-11-04 07:40:00,0,0,0,0,
57901,2017-11-04 07:35:00,0,0,0,0,
59227,2017-11-04 07:34:00,0,0,0,0,
60039,2017-11-04 07:30:00,0,0,0,0,
59078,2017-11-04 07:29:00,0,0,0,0,
59330,2017-11-04 07:29:00,0,0,0,0,
60250,2017-11-04 07:25:00,0,0,0,0,
57702,2017-11-04 07:00:00,0,0,0,0,
58676,2017-11-04 07:00:00,0,0,0,0,
56500,2017-11-04 06:55:00,0,0,0,0,
56855,2017-11-04 06:55:00,0,0,0,0,
58351,2017-11-04 06:50:00,0,0,0,0,
61096,2017-11-04 06:45:00,0,0,0,0,
56963,2017-11-04 06:40:00,0,0,0,0,
61649,2017-11-04 06:30:00,0,0,0,0,
57414,2017-11-04 06:15:00,0,0,0,0,
58090,2017-11-04 06:00:00,0,0,0,0,
58519,2017-11-04 06:00:00,0,0,0,0,
56206,2017-11-04 05:55:00,0,0,0,0,
61251,2017-11-04 05:15:00,0,0,0,0,
61563,2017-11-04 05:00:00,0,0,0,0,
61321,2017-11-04 04:45:00,0,0,0,0,
56695,2017-11-04 04:10:00,0,0,0,0,
61573,2017-11-04 04:00:00,0,0,0,0,
56265,2017-11-04 03:12:00,0,0,0,0,
58296,2017-11-04 02:00:00,0,0,0,0,
59999,2017-11-04 01:50:00,0,0,0,0,
56321,2017-11-04 01:41:00,0,0,0,0,
56293,2017-11-04 01:36:00,0,0,0,0,
60635,2017-11-04 01:25:00,0,0,0,0,
56604,2017-11-04 00:55:00,0,0,0,0,
60428,2017-11-04 00:55:00,0,0,0,0,
56883,2017-11-04 00:35:00,0,0,0,0,
60970,2017-11-04 00:25:00,0,0,0,0,
55899,2017-11-03 23:45:00,0,0,0,0,
60732,2017-11-03 23:40:00,0,0,0,0,
60593,2017-11-03 23:30:00,0,0,0,0,
60512,2017-11-03 23:20:00,0,0,0,0,
58215,2017-11-03 23:10:00,0,0,0,0,
60721,2017-11-03 22:55:00,0,0,0,0,
60781,2017-11-03 22:45:00,0,0,0,0,
61541,2017-11-03 22:40:00,0,0,0,0,
60540,2017-11-03 22:35:00,0,0,0,0,
56543,2017-11-03 22:30:00,0,0,0,0,
59544,2017-11-03 22:20:00,0,0,0,0,
58823,2017-11-03 22:14:00,0,0,0,0,
58852,2017-11-03 21:48:00,0,0,0,0,
59790,2017-11-03 21:34:00,0,0,0,0,
55799,2017-11-03 21:30:00,0,0,0,0,
56068,2017-11-03 21:25:00,0,0,0,0,
57929,2017-11-03 21:10:00,0,0,0,0,
57877,2017-11-03 21:05:00,0,0,0,0,
55770,2017-11-03 21:00:00,0,0,0,0,
56349,2017-11-03 20:50:00,0,0,0,0,
56768,2017-11-03 20:50:00,0,0,0,0,
58049,2017-11-03 20:40:00,0,0,0,0,
59052,2017-11-03 20:35:00,0,0,0,0,
57256,2017-11-03 20:30:00,0,0,0,0,
57696,2017-11-03 20:20:00,0,0,0,0,
55847,2017-11-03 20:10:00,0,0,0,0,
60563,2017-11-03 20:10:00,0,0,0,0,
61374,2017-11-03 20:05:00,0,0,0,0,
58188,2017-11-03 20:00:00,0,0,0,0,
58276,2017-11-03 20:00:00,0,0,0,0,
60869,2017-11-03 19:55:00,0,0,0,0,
58800,2017-11-03 19:46:00,0,0,0,0,
61290,2017-11-03 19:45:00,0,0,0,0,
56012,2017-11-03 19:25:00,0,0,0,0,
60060,2017-11-03 19:25:00,0,0,0,0,
58180,2017-11-03 19:22:00,0,0,0,0,
57057,2017-11-03 19:15:00,0,0,0,0,
57387,2017-11-03 19:15:00,0,0,0,0,
59016,2017-11-03 19:12:00,0,0,0,0,
59658,2017-11-03 19:10:00,0,0,0,0,
59707,2017-11-03 18:49:00,0,0,0,0,
57185,2017-11-03 18:40:00,0,0,0,0,
61636,2017-11-03 18:37:00,0,0,0,0,
59152,2017-11-03 18:35:00,0,0,0,0,
59950,2017-11-03 18:34:00,0,0,0,0,
58007,2017-11-03 18:30:00,0,0,0,0,
59738,2017-11-03 18:24:00,0,0,0,0,
58258,2017-11-03 18:12:00,0,0,0,0,
56740,2017-11-03 18:10:00,0,0,0,0,
57977,2017-11-03 18:10:00,0,0,0,0,
57326,2017-11-03 18:05:00,0,0,0,0,
58473,2017-11-03 18:02:00,0,0,0,0,
61757,2017-11-03 17:42:00,0,0,0,0,
56188,2017-11-03 17:30:00,0,0,0,0,
57766,2017-11-03 17:25:00,0,0,0,0,
58655,2017-11-03 17:25:00,0,0,0,0,
58997,2017-11-03 17:17:00,0,0,0,0,
57316,2017-11-03 17:10:00,0,0,0,0,
57548,2017-11-03 17:10:00,0,0,0,0,
57680,2017-11-03 17:10:00,0,0,0,0,
59763,2017-11-03 17:02:00,0,0,0,0,
60397,2017-11-03 17:00:00,0,0,0,0,
60279,2017-11-03 16:50:00,0,0,0,0,
59132,2017-11-03 16:42:00,0,0,0,0,
59288,2017-11-03 16:41:00,0,0,0,0,
58771,2017-11-03 16:38:00,0,0,0,0,
55986,2017-11-03 16:35:00,0,0,0,0,
61484,2017-11-03 16:30:00,0,0,0,0,
61179,2017-11-03 16:28:00,0,0,0,0,
60756,2017-11-03 16:20:00,0,0,0,0,
56137,2017-11-03 16:16:00,0,0,0,0,
61107,2017-11-03 16:00:00,0,0,0,0,
60189,2017-11-03 15:50:00,0,0,0,0,
56933,2017-11-03 15:45:00,0,0,0,0,
60126,2017-11-03 15:40:00,0,0,0,0,
60841,2017-11-03 15:40:00,0,0,0,0,
59686,2017-11-03 15:37:00,0,0,0,0,
58969,2017-11-03 15:27:00,0,0,0,0,
57095,2017-11-03 15:25:00,0,0,0,0,
59915,2017-11-03 15:24:00,0,0,0,0,
58059,2017-11-03 15:10:00,0,0,0,0,
61807,2017-11-03 15:06:00,0,0,0,0,
57506,2017-11-03 15:00:00,0,0,0,0,
60672,2017-11-03 15:00:00,0,0,0,0,
60811,2017-11-03 15:00:00,0,0,0,0,
59621,2017-11-03 14:56:00,0,0,0,0,
60309,2017-11-03 14:45:00,0,0,0,0,
56423,2017-11-03 14:30:00,0,0,0,0,
56394,2017-11-03 14:20:00,0,0,0,0,
55869,2017-11-03 14:15:00,0,0,0,0,
56825,2017-11-03 14:15:00,0,0,0,0,
58949,2017-11-03 14:13:00,0,0,0,0,
59891,2017-11-03 14:09:00,0,0,0,0,
58451,2017-11-03 14:06:00,0,0,0,0,
57480,2017-11-03 14:00:00,0,0,0,0,
59474,2017-11-03 14:00:00,0,0,0,0,
61739,2017-11-03 13:50:00,0,0,0,0,
56573,2017-11-03 13:40:00,0,0,0,0,
61675,2017-11-03 13:40:00,0,0,0,0,
56443,2017-11-03 13:35:00,0,0,0,0,
56528,2017-11-03 13:35:00,0,0,0,0,
57624,2017-11-03 13:35:00,0,0,0,0,
56632,2017-11-03 13:25:00,0,0,0,0,
59181,2017-11-03 13:21:00,0,0,0,0,
58430,2017-11-03 13:16:00,0,0,0,0,
59414,2017-11-03 13:15:00,0,0,0,0,
57947,2017-11-03 13:00:00,0,0,0,0,
59357,2017-11-03 12:51:00,0,0,0,0,
60939,2017-11-03 12:50:00,0,0,0,0,
56167,2017-11-03 12:45:00,0,0,0,0,
55828,2017-11-03 12:35:00,0,0,0,0,
57006,2017-11-03 12:35:00,0,0,0,0,
58597,2017-11-03 12:34:00,0,0,0,0,
59204,2017-11-03 12:31:00,0,0,0,0,
57736,2017-11-03 12:20:00,0,0,0,0,
61508,2017-11-03 12:15:00,0,0,0,0,
59847,2017-11-03 12:10:00,0,0,0,0,
56235,2017-11-03 12:02:00,0,0,0,0,
58171,2017-11-03 12:02:00,0,0,0,0,
59261,2017-11-03 11:56:00,0,0,0,0,
57442,2017-11-03 11:55:00,0,0,0,0,
57841,2017-11-03 11:40:00,0,0,0,0,
59810,2017-11-03 11:38:00,0,0,0,0,
60219,2017-11-03 11:30:00,0,0,0,0,
58731,2017-11-03 11:28:00,0,0,0,0,
57035,2017-11-03 11:25:00,0,0,0,0,
61350,2017-11-03 11:20:00,0,0,0,0,
57596,2017-11-03 11:10:00,0,0,0,0,
61197,2017-11-03 10:44:00,0,0,0,0,
56108,2017-11-03 10:40:00,0,0,0,0,
55928,2017-11-03 10:35:00,0,0,0,0,
61700,2017-11-03 10:31:00,0,0,0,0,
59521,2017-11-03 10:20:00,0,0,0,0,
58375,2017-11-03 10:11:00,0,0,0,0,
57167,2017-11-03 10:00:00,0,0,0,0,
58229,2017-11-03 09:40:00,0,0,0,0,
57292,2017-11-03 09:30:00,0,0,0,0,
59575,2017-11-03 09:30:00,0,0,0,0,
60482,2017-11-03 09:30:00,0,0,0,0,
61016,2017-11-03 09:30:00,0,0,0,0,
60367,2017-11-03 09:25:00,0,0,0,0,
55958,2017-11-03 09:20:00,0,0,0,0,
58913,2017-11-03 09:20:00,0,0,0,0,
60702,2017-11-03 09:05:00,0,0,0,0,
60159,2017-11-03 08:55:00,0,0,0,0,
61825,2017-11-03 08:55:00,0,0,0,0,
58563,2017-11-03 08:52:00,0,0,0,0,
60098,2017-11-03 08:50:00,0,0,0,0,
58395,2017-11-03 08:41:00,0,0,0,0,
56782,2017-11-03 08:40:00,0,0,0,0,
58885,2017-11-03 08:40:00,0,0,0,0,
57085,2017-11-03 08:30:00,0,0,0,0,
60909,2017-11-03 08:30:00,0,0,0,0,
59106,2017-11-03 08:20:00,0,0,0,0,
56904,2017-11-03 08:15:00,0,0,0,0,
60350,2017-11-03 08:15:00,0,0,0,0,
61402,2017-11-03 08:10:00,0,0,0,0,
60337,2017-11-03 07:50:00,0,0,0,0,
59226,2017-11-03 07:47:00,0,0,0,0,
57726,2017-11-03 07:45:00,0,0,0,0,
58321,2017-11-03 07:42:00,0,0,0,0,
57139,2017-11-03 07:40:00,0,0,0,0,
57900,2017-11-03 07:35:00,0,0,0,0,
61150,2017-11-03 07:35:00,0,0,0,0,
59077,2017-11-03 07:32:00,0,0,0,0,
60249,2017-11-03 07:25:00,0,0,0,0,
57348,2017-11-03 07:20:00,0,0,0,0,
58701,2017-11-03 07:16:00,0,0,0,0,
56040,2017-11-03 07:15:00,0,0,0,0,
59408,2017-11-03 07:08:00,0,0,0,0,
59329,2017-11-03 07:00:00,0,0,0,0,
56499,2017-11-03 06:55:00,0,0,0,0,
56854,2017-11-03 06:55:00,0,0,0,0,
57562,2017-11-03 06:50:00,0,0,0,0,
58132,2017-11-03 06:50:00,0,0,0,0,
56962,2017-11-03 06:40:00,0,0,0,0,
58518,2017-11-03 06:40:00,0,0,0,0,
58675,2017-11-03 06:35:00,0,0,0,0,
57209,2017-11-03 06:20:00,0,0,0,0,
57413,2017-11-03 06:15:00,0,0,0,0,
56376,2017-11-03 06:10:00,0,0,0,0,
58089,2017-11-03 06:00:00,0,0,0,0,
61462,2017-11-03 06:00:00,0,0,0,0,
61597,2017-11-03 06:00:00,0,0,0,0,
56205,2017-11-03 05:55:00,0,0,0,0,
57811,2017-11-03 05:55:00,0,0,0,0,
58350,2017-11-03 05:55:00,0,0,0,0,
57051,2017-11-03 05:30:00,0,0,0,0,
57229,2017-11-03 05:30:00,0,0,0,0,
59433,2017-11-03 05:30:00,0,0,0,0,
60017,2017-11-03 05:15:00,0,0,0,0,
61250,2017-11-03 05:15:00,0,0,0,0,
61320,2017-11-03 04:45:00,0,0,0,0,
56694,2017-11-03 04:10:00,0,0,0,0,
61572,2017-11-03 04:00:00,0,0,0,0,
56264,2017-11-03 03:12:00,0,0,0,0,
61526,2017-11-03 02:45:00,0,0,0,0,
59989,2017-11-03 02:20:00,0,0,0,0,
58295,2017-11-03 02:00:00,0,0,0,0,
59998,2017-11-03 01:50:00,0,0,0,0,
56320,2017-11-03 01:41:00,0,0,0,0,
60634,2017-11-03 01:25:00,0,0,0,0,
56603,2017-11-03 00:55:00,0,0,0,0,
60427,2017-11-03 00:55:00,0,0,0,0,
56882,2017-11-03 00:35:00,0,0,0,0,
61055,2017-11-03 00:30:00,0,0,0,0,
61080,2017-11-03 00:30:00,0,0,0,0,
60969,2017-11-03 00:25:00,0,0,0,0,
55898,2017-11-02 23:45:00,0,0,0,0,
60731,2017-11-02 23:40:00,0,0,0,0,
60592,2017-11-02 23:30:00,0,0,0,0,
60511,2017-11-02 23:20:00,0,0,0,0,
58191,2017-11-02 22:59:00,0,0,0,0,
60059,2017-11-02 22:55:00,0,0,0,0,
60780,2017-11-02 22:45:00,0,0,0,0,
58117,2017-11-02 22:40:00,0,0,0,0,
61540,2017-11-02 22:40:00,0,0,0,0,
59832,2017-11-02 22:35:00,0,0,0,0,
60539,2017-11-02 22:35:00,0,0,0,0,
61222,2017-11-02 22:25:00,0,0,0,0,
61175,2017-11-02 22:00:00,0,0,0,0,
59502,2017-11-02 21:59:00,0,0,0,0,
55798,2017-11-02 21:30:00,0,0,0,0,
56067,2017-11-02 21:25:00,0,0,0,0,
58822,2017-11-02 21:20:00,0,0,0,0,
57928,2017-11-02 21:10:00,0,0,0,0,
57876,2017-11-02 21:05:00,0,0,0,0,
55769,2017-11-02 21:00:00,0,0,0,0,
59737,2017-11-02 21:00:00,0,0,0,0,
61166,2017-11-02 20:56:00,0,0,0,0,
58275,2017-11-02 20:55:00,0,0,0,0,
56348,2017-11-02 20:50:00,0,0,0,0,
57255,2017-11-02 20:35:00,0,0,0,0,
57791,2017-11-02 20:30:00,0,0,0,0,
59789,2017-11-02 20:20:00,0,0,0,0,
60562,2017-11-02 20:10:00,0,0,0,0,
61373,2017-11-02 20:05:00,0,0,0,0,
59949,2017-11-02 19:55:00,0,0,0,0,
60885,2017-11-02 19:55:00,0,0,0,0,
61289,2017-11-02 19:45:00,0,0,0,0,
59459,2017-11-02 19:41:00,0,0,0,0,
57679,2017-11-02 19:35:00,0,0,0,0,
59039,2017-11-02 19:30:00,0,0,0,0,
56011,2017-11-02 19:25:00,0,0,0,0,
57056,2017-11-02 19:15:00,0,0,0,0,
57386,2017-11-02 19:15:00,0,0,0,0,
59657,2017-11-02 19:15:00,0,0,0,0,
59311,2017-11-02 19:00:00,0,0,0,0,
59723,2017-11-02 19:00:00,0,0,0,0,
57184,2017-11-02 18:40:00,0,0,0,0,
61618,2017-11-02 18:38:00,0,0,0,0,
56722,2017-11-02 18:35:00,0,0,0,0,
58006,2017-11-02 18:30:00,0,0,0,0,
61133,2017-11-02 18:30:00,0,0,0,0,
59151,2017-11-02 18:24:00,0,0,0,0,
59890,2017-11-02 18:20:00,0,0,0,0,
56739,2017-11-02 18:10:00,0,0,0,0,
57976,2017-11-02 18:10:00,0,0,0,0,
57325,2017-11-02 17:55:00,0,0,0,0,
61674,2017-11-02 17:55:00,0,0,0,0,
59015,2017-11-02 17:54:00,0,0,0,0,
57535,2017-11-02 17:45:00,0,0,0,0,
58472,2017-11-02 17:39:00,0,0,0,0,
57765,2017-11-02 17:30:00,0,0,0,0,
59706,2017-11-02 17:25:00,0,0,0,0,
59941,2017-11-02 17:25:00,0,0,0,0,
58996,2017-11-02 17:21:00,0,0,0,0,
60456,2017-11-02 17:15:00,0,0,0,0,
59762,2017-11-02 17:05:00,0,0,0,0,
60396,2017-11-02 17:00:00,0,0,0,0,
57505,2017-11-02 16:50:00,0,0,0,0,
60278,2017-11-02 16:50:00,0,0,0,0,
58770,2017-11-02 16:41:00,0,0,0,0,
58654,2017-11-02 16:40:00,0,0,0,0,
61756,2017-11-02 16:37:00,0,0,0,0,
55985,2017-11-02 16:35:00,0,0,0,0,
61483,2017-11-02 16:30:00,0,0,0,0,
60755,2017-11-02 16:20:00,0,0,0,0,
56136,2017-11-02 16:16:00,0,0,0,0,
60188,2017-11-02 15:50:00,0,0,0,0,
58625,2017-11-02 15:47:00,0,0,0,0,
56932,2017-11-02 15:45:00,0,0,0,0,
57657,2017-11-02 15:40:00,0,0,0,0,
60125,2017-11-02 15:40:00,0,0,0,0,
60840,2017-11-02 15:40:00,0,0,0,0,
59287,2017-11-02 15:38:00,0,0,0,0,
60898,2017-11-02 15:35:00,0,0,0,0,
57094,2017-11-02 15:25:00,0,0,0,0,
61178,2017-11-02 15:25:00,0,0,0,0,
59632,2017-11-02 15:15:00,0,0,0,0,
59914,2017-11-02 15:13:00,0,0,0,0,
58058,2017-11-02 15:10:00,0,0,0,0,
60671,2017-11-02 15:00:00,0,0,0,0,
60810,2017-11-02 15:00:00,0,0,0,0,
60308,2017-11-02 14:45:00,0,0,0,0,
58606,2017-11-02 14:36:00,0,0,0,0,
58450,2017-11-02 14:34:00,0,0,0,0,
57651,2017-11-02 14:30:00,0,0,0,0,
59558,2017-11-02 14:23:00,0,0,0,0,
56093,2017-11-02 14:20:00,0,0,0,0,
56393,2017-11-02 14:20:00,0,0,0,0,
55868,2017-11-02 14:15:00,0,0,0,0,
56824,2017-11-02 14:15:00,0,0,0,0,
59473,2017-11-02 14:07:00,0,0,0,0,
61806,2017-11-02 14:06:00,0,0,0,0,
57479,2017-11-02 14:00:00,0,0,0,0,
57623,2017-11-02 13:45:00,0,0,0,0,
56572,2017-11-02 13:40:00,0,0,0,0,
56442,2017-11-02 13:35:00,0,0,0,0,
